Дата/время,event_id,telegram_id,username,ответ
19.06.2026 7:56:54,4,462332776,valter_valter,✅ Буду онлайн
19.06.2026 8:28:18,4,462332776,valter_valter,❌ Не смогу
19.06.2026 8:30:34,4,462332776,valter_valter,✅ Буду онлайн
22.06.2026 4:28:08,6,462332776,valter_valter,✅ Буду онлайн
22.06.2026 4:25:54,8,462332776,valter_valter,❌ Не смогу
22.06.2026 1:54:36,12,462332776,valter_valter,✅ Буду онлайн
